,Date,StartupName,CityLocation,InvestorsName,InvestmentType,AmountInUSD
511,29/08/2016,LoanTap,Mumbai,"Dr. Abhishek Pandey, Jaysukh Sapra",Private Equity,"3,000,000"
512,29/08/2016,Runnr,Bangalore,"Nexus Venture Partners, Blume Ventures",Private Equity,"7,000,000"
513,29/08/2016,Notion Press,Chennai,Undisclosed HNI investors,Private Equity,"1,000,000"
514,29/08/2016,LivSpace,Bangalore,"Bessemer Venture Partners, Jungle Ventures, Helion Ventures",Private Equity,"15,000,000"
515,30/8/2016,iAugmentor Labs,Gurgaon,Rajasthan Angel Investor Network & Others,Seed Funding,"149,000"
516,30/8/2016,DayBox,New Delhi,"Ashutosh Lawania, Rajul Jain, Badal Malick, Rishi Gupta & Others",Seed Funding,"104,000"
517,30/8/2016,Paytm,Bangalore,MediaTek Inc.,Private Equity,"60,000,000"
518,30/8/2016,CropIn,Bangalore,Sophia Investment ApS,Private Equity,"2,000,000"
519,30/8/2016,Canvera,Bangalore,Info Edge (India) Ltd,Private Equity,"3,000,000"
520,31/8/2016,Flyrobe,Mumbai,"IDG Ventures, Sequoia Capital, GREE Ventures",Private Equity,"5,300,000"
521,01/07/2016,Venture Catalysts,Mumbai,Zaffiro Ventures,Seed Funding,"500,000"
522,02/07/2016,Playment,Bangalore,SAIF Partners,Private Equity,"700,000"
523,04/07/2016,Curefit,Bangalore,"Accel Partners, IDG Ventures, Kalaari Capital",Private Equity,"15,000,000"
524,04/07/2016,StitchWood,Mumbai,Deepak Gupta,Seed Funding,"200,000"
525,04/07/2016,Grab.in,Mumbai,Aramex Ventures Llc,Private Equity,"2,000,000"
526,04/07/2016,NeoGrowth,Mumbai,"IIFL Wealth Management Seed Venture Fund, Omidyar Network, Khosla Impact, Aspada",Private Equity,"16,000,000"
527,05/07/2016,SeeDoc,Gurgaon,YourNest Angel Fund  & Others,Private Equity,"1,000,000"
528,05/07/2016,BookMyShow,Mumbai,"Stripes Group, Network 18, Accel Partners, SAIF Partners",Private Equity,"82,000,000"
529,05/07/2016,Flyrobe,Mumbai,"Sequoia Capital, Rohit Bansal, Kunal Bahl, Sandeep Tandon, Kunal Shah, Zishaan Hayath,  Abhishek Jain",Seed Funding,"1,700,000"
530,06/07/2016,HappilyUnmarried,New Delhi,Info Edge (India) Ltd,Private Equity,"740,000"
531,06/07/2016,Don’t Scratch Your Head,Ahmedabad,"Gaurav Singhvi, Zaffiro Ventures",Seed Funding,"250,000"
532,06/07/2016,Wedding Wishlist,Chennai,"Kirthiga Reddy, Renuka Ramanath,Cherry Tin",Seed Funding,"297,000"
533,07/07/2016,AppDaily,Mumbai,"Kalaari Capital, Qualcomm Ventures, ru-Net, Zodius Technology Opportunities Fund,",Private Equity,"2,000,000"
534,07/07/2016,Adytude,New Delhi,Indian Angel Network,Private Equity,"1,000,000"
535,08/07/2016,HolaChef,Mumbai,"Kalaari Capital, India Quotient",Private Equity,"1,950,000"
536,11/07/2016,Purplle,Mumbai,"JSW Ventures, Blume Ventures & IvyCap Ventures",Private Equity,"6,000,000"
537,11/07/2016,Trak N Tell,Gurgaon,Brian Acton,Private Equity,"3,500,000"
538,11/07/2016,Overcart.com,Gurgaon,"JSW Ventures, Omidyar Network, Sattva Capital, Venture Works",Private Equity,"3,000,000"
539,12/07/2016,SirionLabs,Gurgaon,Sequoia Capital,Private Equity,"12,250,000"
540,13/07/2016,YAAP,New Delhi,Rainmaker Ventures,Private Equity,"5,000,000"
541,13/07/2016,Twigly,Gurgaon,"Tracxn Labs, Hyderabad Angels, Kunal Shah, Gaurav Bhalotia",Seed Funding,"600,000"
542,13/07/2016,ShareChat,Bangalore,"SAIF Partners, India Quotient",Private Equity,"1,350,000"
543,13/07/2016,RentMojo,Bangalore,"Accel Partners, IDG Ventures India",Private Equity,"5,000,000"
544,14/07/2016,Augrav,Coimbatore,Keiretsu Forum,Seed Funding,"450,000"
545,14/07/2016,ShoppinPal,Pune,"Plug and Play Tech Center, Steelhead Ventures & Others",Private Equity,"1,070,000"
546,15/07/2016,WorkApps,Pune,SRI Capital,Seed Funding,"1,000,000"
547,15/07/2016,BankerBay,Bangalore,undisclosed investors,Private Equity,"2,000,000"
548,15/07/2016,TripShelf,New Delhi,GEMS group,Seed Funding,"250,000"
549,15/07/2016,Ridlr,Mumbai,"Times Internet, Innoven Capital, Matrix Partners India, Qualcomm Ventures",Private Equity,"6,000,000"
550,18/07/2016,Yellowdig,Pune,SRI Capital,Seed Funding,"650,000"
551,18/07/2016,Zuppler,New Delhi,SRI Capital,Seed Funding,"650,000"
552,18/07/2016,BlueStone,Mumbai,"IIFL and Accel Partners, Kalaari Capital, IvyCap Ventures, RB Investments",Private Equity,"30,000,000"
553,19/07/2016,Sagacito,New Delhi,Star India Pvt. Ltd,Private Equity,"10,000,000"
554,19/07/2016,Deal4Loans / Wishfin,Noida,Franklin Templeton International Services Pvt. Ltd,Private Equity,"15,000,000"
555,19/07/2016,NiYO Solutions,Bangalore,Prime Venture Partners,Private Equity,"1,000,000"
556,19/07/2016,AppLop,Gurgaon,Green House Ventures Accelerator,Seed Funding,"250,000"
557,20/07/2016,Tax2Win,Jaipur,Undisclosed Investors,Private Equity,"1,000,000"
558,20/07/2016,Truckola,Mumbai,"Abhishek Agarwal, Krishnakumar Nataraj, Sarath Sura, Shanti Mohan, Sarthak and Nihit Agarwal, Suramya Gupta",Seed Funding,"595,000"
559,21/07/2016,MyTaxiIndia,New Delhi,Nihon Kotsu Co,Private Equity,"1,000,000"
560,21/07/2016,Wiwigo,Bangalore,Indian Angel Network,Seed Funding,"595,000"
561,02/6/2016,Atomberg,Mumbai,Parampara Capital,Private Equity,"1,000,000"
562,02/6/2016,Limo,Mumbai,Rainmaker Ventures,Private Equity,"1,000,000"
563,03/6/2016,GoGo Truck,Chennai,Undisclosed Investor,Seed Funding,"75,000"
564,03/6/2016,Vyome Biosciences,New Delhi,Romulus Capital,Private Equity,"2,000,000"
565,06/6/2016,SillyMonks,Hyderabad,Sreenivasa Reddy Musani,Seed Funding,"448,000"
566,07/06/2016,CueMath,Bangalore,"Sequoia Capital, Unitus Seed Fund",Private Equity,"4,000,000"
567,07/06/2016,KrazyBee,Bangalore,"Yeahmobi, Fenqile",Private Equity,"2,000,000"
568,07/06/2016,Intgrea,Bangalore,Undisclosed Investor,Seed Funding,"100,000"
569,07/06/2016,HelpShift,Pune,"Microsoft Ventures, Salesforce Ventures",Private Equity,"23,000,000"
570,07/06/2016,CreditVidya,Mumbai,Kalaari Capital,Private Equity,"1,000,000"
571,08/06/2016,Grey Campus,Hyderabad,Sarath Sura,Seed Funding,"1,000,000"
572,08/06/2016,ListUp,Mumbai,"Kae Capital, Kunal Shah, Sandeep Tandon",Seed Funding,"500,000"
573,08/06/2016,6Degree,Mumbai,Indian Angel Network,Seed Funding,"200,000"
574,08/06/2016,StoreKing,Bangalore,Axiata Digital,Private Equity,"16,000,000"
575,08/06/2016,MySeniorDoctor,Gurgaon,BlackJag Partners,Seed Funding,"200,000"
576,09/06/2016,EPayLater,Mumbai,3 undisclosed HNIs,Seed Funding,"2,000,000"
577,10/06/2016,Paytunes,New Delhi,"CIO Angel Network, Indian Angel Network",Private Equity,"500,000"
578,13/06/2016,Bombay Shirt Company,Mumbai,undisclosed investor,Private Equity,"1,000,000"
579,14/06/2016,Jivox,Bangalore,"You & Mr Jones, Fortisure Ventures, Diaz Nesamoney",Private Equity,"6,000,000"
580,14/06/2016,Sminq,Pune,"Saama Capital, Blume Ventures & Vaibhav Domkundwar",Seed Funding,"1,000,000"
581,14/06/2016,CureJoy,Bangalore,Accel Partners India,Private Equity,"4,400,000"
582,15/06/2016,Oneway.cab,Vadodara,Indian Angel Network,Seed Funding,"450,000"
583,16/06/2016,Diro Labs,New Delhi,Info Edge (India) Ltd,Private Equity,"450,000"
584,16/06/2016,Unnati Helpers,Gurgaon,Info Edge (India) Ltd,Private Equity,"600,000"
585,16/06/2016,Voonik,Bangalore,Sequoia Capital,Private Equity,"20,000,000"
586,17/06/2016,Cleartax,New Delhi,"Ravi Adusumalli, SAIF Partners",Private Equity,"12,000,000"
587,17/06/2016,Silvan Innovation Labs,Bangalore,Infuse Ventures,Private Equity,"900,000"
588,17/06/2016,GreytHR,Bangalore,"New Enterprise Associates (NEA), Blume Ventures",Private Equity,"5,200,000"
589,21/06/2016,Onspoon,Mumbai,Swan Angel Network,Seed Funding,"150,000"
590,21/06/2016,Celerix,Bangalore,Bitkemy Ventures,Seed Funding,"400,000"
591,21/06/2016,NatureNama,Mumbai,Unicorn Venture,Seed Funding,"225,000"
592,21/06/2016,Syona Cosmetics,Chennai,The Chennai Angels,Seed Funding,"150,000"
593,21/06/2016,PrettySecrets,Mumbai,"RB Investments PTE Ltd, Orios Venture Partners",Private Equity,"6,000,000"
594,22/06/2016,SpiderG,Pune,"Rahul Kirloskar, Fusion Tech Ventures, Adi Saravanan, Pravin Dongre, Mahendra Doshi",Seed Funding,"150,000"
595,23/06/2016,FarEye,New Delhi,Saif Partners,Private Equity,"3,500,000"
596,23/06/2016,The Uolo,Bangalore,"Purvi Ventures, Rajul Garg, Vipin Arora",Seed Funding,"210,000"
597,24/06/2016,Drivify,Mumbai,"Jitendra Gupta, Pankaj Tripathi",Seed Funding,"50,000"
598,24/06/2016,ParaBlu,Bangalore,Kalaari Capital,Seed Funding,"500,000"
599,24/06/2016,Schedulers Logistics,Mumbai,GVFL,Private Equity,"6,000,000"
600,24/06/2016,LEAP India,Mumbai,Mayfield Ventures,Private Equity,"3,000,000"
601,24/06/2016,KabadiExpress,New Delhi,Undisclosed investor,Seed Funding,"148,000"
602,27/06/2016,YourDost,Bangalore,"SAIF Partners, Aprameya Radhakrishnan, Phanindra Sama, Subba Rao Telidevara, Vibhu Garg, Paula Ravindra Mariwala, Gaurav Bhalotia",Seed Funding,"1,200,000"
603,27/06/2016,Gomalon,Bangalore,Undisclosed investor,Seed Funding,"100,000"
604,27/06/2016,Travelyaari,Bangalore,GVFL Ltd,Private Equity,"3,000,000"
605,28/06/2016,FabHotels,Gurgaon,"Accel Partners, RB Investments",Private Equity,"8,000,000"
606,28/06/2016,Locanix,Ahmedabad,Undisclosed investors,Seed Funding,"300,000"
607,28/06/2016,LendingKart,Ahmedabad,"Bertelsmann India Investments, Mayfield India, Saama Capital, India Quotient",Private Equity,"32,000,000"
608,28/06/2016,Hello Tax,New Delhi,Sanjeev Sinha,Seed Funding,"295,000"
609,29/06/2016,LetReach,New Delhi,vCommission,Private Equity,"100,000"
610,29/06/2016,TrendieApp,Kolkata,Harsh Vardhan Hada,Seed Funding,"50,000"
611,29/06/2016,Velvetcase,Mumbai,"Uniqorn Ventures Fund, TV Mohandas Pai, S Somasegar",Private Equity,"1,500,000"
612,30/06/2016,Meru Cabs,Mumbai,Brand Capital,Private Equity,"25,000,000"
613,30/06/2016,Campus Diaries,Bangalore,Aarin Capital,Seed Funding,"220,000"
614,30/06/2016,Biryani Blues,Gurgaon,Carpediem Capital & Others,Private Equity,"368,000"
615,01/5/2016,Get My Parking,New Delhi,The Chennai Angels,Seed Funding,"376,000"
616,01/5/2016,Prescribez,Pune,Ankush Mehta,Seed Funding,"145,000"
617,03/5/2016,Mobikwik,Gurgaon,"GMO Payment Gateway, MediaTek",Private Equity,"50,000,000"
618,03/5/2016,Zwayam,Bangalore,Undisclosed investors,Seed Funding,"250,000"
619,03/5/2016,Zuver,Mumbai,"Shruth & Smith Group, Hermes Group",Seed Funding,"180,000"
620,04/5/2016,EasyRoads,Mumbai,"Rohan Angrish, Hrishi Oberoi, Rahul Mehta, Kapil Hetamsaria, Pranav Dedhia",Seed Funding,"200,000"
621,04/5/2016,Lenskart,New Delhi,"International Finance Corp, TPG Growth, Adveq Management, IDG Ventures, Ratan Tata, Kris Gopalakrishnan",Private Equity,"60,000,000"
622,04/5/2016,Seclore,Mumbai,"Sistema Asia Fund, Helion Venture, VentureEast, India Alternatives",Private Equity,"12,000,000"
623,04/5/2016,SolarTown,Chennai,Grex.in,Seed Funding,"200,000"
624,04/5/2016,Comarete,Pune,Grex.in,Seed Funding,"200,000"
625,04/5/2016,MyDentistChoice,Hyderabad,Undisclosed investors,Seed Funding,"150,000"
626,04/5/2016,Active.ai,Singapore,Kalaari Capital Accelerator Program,Seed Funding,"500,000"
627,04/5/2016,Affordplan,New Delhi,Kalaari Capital Accelerator Program,Seed Funding,"500,000"
628,04/5/2016,Indee,Bangalore,Kalaari Capital Accelerator Program,Seed Funding,"500,000"
629,05/5/2016,WebAlligator,Bangalore,Group of undisclosed Angel Investors & HNIs,Seed Funding,"375,000"
630,06/5/2016,EduAce Services,Lucknow,MoMagic Technologies,Private Equity,"1,000,000"
631,07/5/2016,Zebroads,Hyderabad,Undisclosed investors,Seed Funding,"75,000"
632,09/5/2016,Locus,Bangalore,"Exfinity Venture Partners, Blume Ventures, BeeNext, Rajesh Ranavat",Private Equity,"2,750,000"
633,09/5/2016,Toko Innovations,Bangalore,"Roopak Saluja, Vishal Khare",Seed Funding,"450,000"
634,09/5/2016,Rentickle,New Delhi,"Manish Kheterpal, Vinay Mittal, Dinesh Mittal, Sandeep Gupta",Seed Funding,"250,000"
635,10/5/2016,HealthifyMe,Bangalore,"IDG Ventures India, Inventus Capital, Blume Ventures",Private Equity,"6,000,000"
636,10/5/2016,Zarget,Chennai,"Accel Partners, Matrix Partners, Girish Mathrubootham",Private Equity,"1,500,000"
637,10/5/2016,InnoNano Research,Chennai,NanoHoldings,Private Equity,"18,000,000"
638,10/5/2016,SchoolWear,Mumbai,Undisclosed investors,Seed Funding,"1,500,000"
639,10/5/2016,Swiggy,Bangalore,"Norwest Venture Partners, DST Global, Accel Partners",Private Equity,"7,000,000"
640,11/5/2016,Zenify,Bangalore,Undisclosed Investors,Private Equity,"900,000"
641,11/5/2016,Fractal Analytics,Mumbai,Khazanah Nasional Berhad,Private Equity,"100,000,000"
642,12/5/2016,Unacademy,Bangalore,"Blume Ventures, Rajan Anandan, Sumit Jain, Aprameya Radhakrishna, Sujeet Kumar, Phanindra Sama",Seed Funding,"500,000"
643,12/5/2016,Capital Float,Bangalore,"Creation Investments Capital Management, SAIF Partners, Sequoia Capital, Aspada Ventures",Private Equity,"25,000,000"
644,12/5/2016,Life Circle,Hyderabad,GROUPE SOS,Private Equity,"150,000"
645,13/5/2016,StayZilla,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,"13,500,000"
646,13/5/2016,WoW Express,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,"2,200,000"
647,16/5/2016,Smartivity,Delhi,"S Chand, AdvantEdge Partners",Private Equity,"1,000,000"
648,18/5/2016,TheSmartQ,Bangalore,YourNest Angel Fund,Seed Funding,"250,000"
649,18/5/2016,PurpleHealth,Trivandrum,Katabole Technology Venture,Seed Funding,"100,000"
650,18/5/2016,EduPristine,Mumbai,"Kaizen Management Advisors, DeVry Inc",Private Equity,"10,000,000"
651,18/5/2016,BhiveWorkspace,Bangalore,Blume Ventures,Private Equity,"1,000,000"
652,19/5/2016,Appie,Mumbai,Undisclosed investors,Seed Funding,"1,000,000"
653,19/5/2016,TaxiVaxi,New Delhi,Undisclosed HNIs,Seed Funding,"500,000"
654,19/5/2016,Veqta,New Delhi,"Chatsworth Management, ITW Digital",Seed Funding,"500,000"
655,20/5/2016,i2ifunding,Noida,Undisclosed Investors,Seed Funding,"300,000"
656,23/5/2016,Hoppingo,New Delhi,vCommission,Seed Funding,"89,000"
657,24/5/2016,Goalwise,Bangalore,Undisclosed HNIs,Seed Funding,"1,000,000"
658,25/5/2016,Address Health,Bangalore,Gray Matters Capital,Private Equity,"1,500,000"
659,25/5/2016,Arcatron Mobility,Pune,Sudhir Mehta,Seed Funding,"100,000"
660,26/5/2016,Cleartax,Bangalore,"FF Angel, Sequoia Capital",Private Equity,"2,000,000"
661,26/5/2016,mChamp,New Delhi,MoMagic Technologies,Seed Funding,"475,000"
662,30/5/2016,Vahanalytics,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,"200,000"
663,31/5/2016,Koovs,New Delhi,HT Media Ltd,Private Equity,"4,400,000"
664,31/5/2016,CCavenue,Mumbai,NSI Infinium Global Pvt. Ltd,Private Equity,"8,900,000"
665,31/5/2016,MachaDalo,Mumbai,Undisclosed Investors,Seed Funding,"175,000"
666,01/4/2016,Dil Mil,SFO / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, CSC Upshot & Angel investors",Private Equity,"2,700,000"
667,04/4/2016,Hungama,Mumbai,Xiaomi Inc,Private Equity,"25,000,000"
668,06/4/2016,Shipsy,Gurgaon,DTDC Express Ltd,Private Equity,"1,000,000"
669,06/4/2016,gear6,Bangalore,Ninestarter,Seed Funding,"500,000"
670,06/4/2016,MyGlamm,Mumbai,L’Occitane,Private Equity,"6,000,000"
671,06/4/2016,Petoo,Bangalore,Axilor Ventures,Private Equity,"1,000,000"
672,08/04/2016,imedilane,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,"40,000"
673,11/04/2016,Living Local,Mumbai,Rattan Chadha,Seed Funding,"200,000"
674,11/04/2016,Oyo,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, DSG Consumer Partners and Venture Nursery",Private Equity,"100,000,000"
675,11/04/2016,PriceRaja,Gurgaon,Prashant Puri,Seed Funding,"300,000"
676,12/04/2016,MagicX,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,"1,000,000"
677,13/04/2016,Legalraasta,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,"1,000,000"
678,13/04/2016,RainCan,Pune,Dr. Aniruddha Malpani,Seed Funding,"150,000"
679,13/04/2016,Hippily,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,"250,000"
680,13/04/2016,kredX,Bangalore,"Prime Venture Partners,",Seed Funding,"750,000"
681,14/04/2016,BeaconsTalk,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,"100,000"
682,15/04/2016,RenewBuy,New Delhi,Mount Nathan Advisors,Seed Funding,"1,000,000"
683,15/04/2016,Vyomo,New Delhi,Naturals Salon Chain,Private Equity,"15,000,000"
684,15/04/2016,NestAway,Bangalore,Tiger Global,Private Equity,"30,000,000"
685,15/04/2016,Tapchief,Bangalore,Vijay Shekhar Sharma,Seed Funding,"150,000"
686,18/04/2016,Jugnoo,Chandigarh,Paytm & existing investors,Private Equity,"10,000,000"
687,19/04/2016,Betaout,Noida,"Stanford Angels, LetsVenture, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,"1,500,000"
688,19/04/2016,DriversCart,Chennai,ah! Ventures,Seed Funding,"450,000"
689,19/04/2016,CollegeDekho,New Delhi,Man Capital,Private Equity,"2,000,000"
690,20/04/2016,1mg,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,"15,000,000"
691,22/04/2016,Licious,Bangalore,Mayfield India II Management Ltd,Private Equity,"3,000,000"
692,22/04/2016,TOKO Innovation Studios,New Delhi,Indian Angel network,Seed Funding,"450,000"
693,25/04/2016,Commut,Hyderabad,50K Ventures,Seed Funding,"200,000"
694,25/04/2016,Dropkaffe,Bangalore,"GrowthStory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,"550,000"
695,26/04/2016,Transerv,Mumbai,"IDFC SPICE Fund, Micromax Informatics",Private Equity,"15,000,000"
696,26/04/2016,ClearTax,Bangalore,"Max Levchin, Scott Banister",Private Equity,"1,300,000"
697,26/04/2016,Roposo,Gurgaon,Bertelsmann India Investments,Private Equity,"15,000,000"
698,27/04/2016,MilkBasket,Gurgaon,EVC Ventures,Seed Funding,"500,000"
699,27/04/2016,ICHR,New Delhi,Undisclosed,Seed Funding,"450,000"
700,28/04/2016,The Wedding Brigade,Mumbai,Blume Ventures & Other unnamed Investors,Seed Funding,"600,000"
701,28/04/2016,DocsApp,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,"1,200,000"
702,29/04/2016,Impact Guru,Mumbai,"RB Investments, Fundnel",Seed Funding,"500,000"
703,29/04/2016,LetReach,New Delhi,vCommission,Private Equity,"100,000"
704,02/3/2016,MoMark,Noida,YourNest Angel Fund,Private Equity,"600,000"
705,02/3/2016,Systemantics,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,"1,400,000"
706,03/3/2016,Imarticus Learning,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,"1,000,000"
707,03/3/2016,Shouut,New Delhi,Undisclosed investor,Seed Funding,"500,000"
708,04/3/2016,Aahaa,Chennai,"YourNest Angel Fund,",Private Equity,"1,000,000"
709,04/3/2016,FTCash,Kolkata,IvyCap Ventures,Seed Funding,"150,000"
710,04/3/2016,Zappka,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,"100,000"
711,04/3/2016,medECUBE,Gurgaon,Artiman Ventures,Private Equity,"4,000,000"
712,07/3/2016,N.O.W,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,"500,000"
713,07/3/2016,Ninjacart,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,"3,000,000"
714,07/3/2016,Reach,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,"500,000"
715,07/3/2016,Vanity Cube,New Delhi,Unicorn Ventures,Seed Funding,"250,000"
716,07/3/2016,Medidaili,Bangalore,Undisclosed private investors,Seed Funding,"100,000"
717,08/3/2016,LoveCycles,Bangalore,Prime Venture Partners,Seed Funding,"750,000"
718,08/3/2016,Kartrocket,New Delhi,"Undisclosed Japanese investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,"8,000,000"
719,08/3/2016,dunzo,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,"650,000"
720,09/3/2016,SmartVizX,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,"500,000"
721,09/3/2016,MyGubbi,Bangalore,"Vipul Parekh, ajesh K Murthy,",Seed Funding,"2,500,000"
722,09/3/2016,Nukkad Shops,Hyderabad,PurpleTalk Inc,Seed Funding,"1,000,000"
723,09/3/2016,Justride,Mumbai,Dheeraj Jain & Other angel investors,Seed Funding,"400,000"
724,10/3/2016,Big Fish Ventures,New Delhi,Undisclosed investors,Private Equity,"11,100,000"
725,10/3/2016,Icertis,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,"15,000,000"
726,10/3/2016,Supplified,New Delhi,Mohit Goel,Seed Funding,"1,000,000"
727,14/3/2016,PinkBlue,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,"223,608"
728,14/3/2016,TruckingCube,New Delhi,Agarwal Movers Group,Private Equity,"14,900,000"
729,15/3/2016,FlipClass,Bangalore,"S Chand and Co Pvt Ltd, Blume Ventures",Private Equity,"1,000,000"
730,15/3/2016,Proximit,Pune,Funding through 1Crowd platform,Seed Funding,"150,000"
731,15/3/2016,WithMe,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,"250,000"
732,16/3/2016,Gapoon,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,"180,000"
733,16/3/2016,Wealthy,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun and Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,"250,000"
734,17/3/2016,Pramati,Noida,Undisclosed investors,Seed Funding,"200,000"
735,17/3/2016,Qlivery,Gurgaon,Swastika Company Ltd,Seed Funding,"230,000"
736,17/3/2016,HealthEnablr,Mumbai,Undisclosed investors,Seed Funding,"800,000"
737,17/3/2016,Liftiee,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,"108,000"
738,18/3/2016,Hello Curry,Hyderabad,Sashi Reddi & Other unnamed investors,Private Equity,"1,500,000"
739,19/3/2016,goSporto,New Delhi,Naveen Gupta,Seed Funding,"30,000"
740,21/3/2016,Room On Call,Gurgaon,CASHurDRIVE Marketing Pvt Ltd,Private Equity,"2,000,000"
741,22/3/2016,Byju’s,Bangalore,"Sequoia India, Sofina",Private Equity,"75,000,000"
742,22/3/2016,BigBasket,Bangalore,Abraaj Group,Private Equity,"150,000,000"
743,22/3/2016,DrivoJoy,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,"600,000"
744,22/3/2016,CreditSeva,Hyderabad,"Pix Vine Capital, Infocomm Development Authority of Singapore",Seed Funding,"360,000"
745,23/3/2016,Endless Robotics,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,"100,000"
746,23/3/2016,SP Robotics,Chennai,"Indian Angel Network,",Seed Funding,"300,000"
747,23/3/2016,eKincare,Hyderabad,"BitChemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,"330,000"
748,23/3/2016,Wheelstreet,Bangalore,Broadbean Capital services,Private Equity,"500,000"
749,24/3/2016,Horntell,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,"150,000"
750,28/3/2016,Schoolkart,Noida,Undisclosed investors,Seed Funding,"300,000"
751,29/3/2016,Babygogo,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,"300,000"
752,29/3/2016,Veritas Finance,Chennai,Sarva Capital,Private Equity,"4,700,000"
753,29/3/2016,QikShip,New Delhi,undisclosed investors,Seed Funding,"200,000"
754,29/3/2016,FixNix,Chennai,Jay Vijayan,Seed Funding,"500,000"
755,30/3/2016,Touchkin,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,"400,000"
756,02/2/2016,Altizone,Pune,"Wipro Ventures,  Lumis Partners",Private Equity,"4,000,000"
757,02/2/2016,Strike,Bangalore,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500"
758,02/2/2016,Gamooz,Gurgaon,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500"
759,02/2/2016,SoundSurround,Mumbai,Multiple investors through Ten Minute Million competition,Seed Funding,"22,500"
760,03/2/2016,Mazkara,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,"1,000,000"
761,03/2/2016,RoadGods,New Delhi,Green House Ventures (GHV),Seed Funding,"100,000"
762,03/2/2016,Pindropmusic,Noida,Green House Ventures (GHV),Seed Funding,"100,000"
763,03/2/2016,Woodpie,Bangalore,Ingram Content Group,Seed Funding,"30,000"
764,04/02/2016,Perfumery,New Delhi,Oranda Global & Others,Seed Funding,"30,000"
765,05/02/2016,ZenDrive,Bangalore / SFO,"Sherpa Capital, Nyca Partners and Thomvest Ventures",Private Equity,"13,500,000"
766,05/02/2016,Gingercrush,Vadodara,"Saha Fund, TV Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,"1,000,000"
767,05/02/2016,American Vision,Pune,Undisclosed investors,Seed Funding,"81,000"
768,05/02/2016,DawaiLelo,Varanasi,Undisclosed investors,Seed Funding,"52,000"
769,06/02/2016,Heads Up For Tails,New Delhi,Undisclosed investors,Seed Funding,"1,000,000"
